,Title,Image url,Description,Page url,Item number,Page number
718,Decorative Dish,https://csmvs.in/wp-content/uploads/2022/12/22.707-Japanese.jpg,"Decorative Dish
22.707
DESCRIPTION
Mark: Koso with Kao (art mark) in a cartouche of two dragons
The large dish is decorated with a humorous scene of a monkey, clad in human clothes, peering through spectacles at a netsuke in the form of a monkey. The border of the dish is divided into panels containing items associated with scholars: these include personal seals, mirrors, archaic bronzes, and a roof tile. The fine gold lacquer ground is highlighted with raised details of the monkey and its patterned jacket. The creature’s eyes are detailed behind the crystal lenses of its spectacles and its fur is naturalistically delineated in fine lines of gold on a darker lacquer.
There is a long tradition in the Japanese art of anthropomorphic depictions of animals. This can be traced back to the Choju Jinbutsu Giga (Handscroll of Frolicking Animals and People) which dates to around 1100 and depicts, among many humorous scenes, animals in human attire enacting both courtly and everyday pursuits. On this dish, the monkey examines the netsuke (toggle) of the inro (literally “seal basket” and used for personal seals as well as medicines) which is signed by a known maker, Nakayama Komin (1808–70). However, it is decorated in the Shibayama style which was popular at the time this dish was made, rather than in Komin’s more eclectic style.
Sir Ratan Tata Art Collection
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Plate
MATERIAL
Lacquer with applied hardstone and mother-of-pearl decoration
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Lacquer
DATE
c. 1880–90
LOCATION
Shibayama prefecture, Japan
DIMENSION
Diameter 46 cm",https://csmvs.in/collections/decorative-dish/,719,26
719,Lidded Vase in the form of an Incense Burner,https://csmvs.in/wp-content/uploads/2022/12/22.837.jpg,"Lidded Vase in the form of an Incense Burner
22.837
DESCRIPTION
This elaborately decorated vessel in the form of an incense burner was one of the most popular forms upon which the Meiji craftsman executed his skills. The lacquer inlay art shown here is known as Shibayama; named after the Shibayama area of present-day Chiba prefecture. Shibayama lacquers typically showcase gorgeously inlaid mother of pearl, sometimes using cut ivory, tortoiseshell or coral pieces depicting flora and fauna motifs, which are then lacquered. Shibayama differs from other inlaid lacquer arts in that the intricately carved inlay pieces instead of being embedded flush into the ground material, protrude in high relief above the surface to create an applique-like design.
The highly ornate decoration of Shibayama lacquerware appealed considerably to the taste of the late 19th-century collector. Shibayama ware displayed a superb range of materials crafted with a technical virtuosity never before seen by collectors of Japanese art.
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Vase
MATERIAL
Lacquer with silver fittings, applied enamels, and Shibayama-style decorative panels
SCHOOLS/CULTURE/PERIOD
Shibayama style; Meiji period
TECHNIQUE
lacquer work
DATE
c. 1890
LOCATION
Shibayama prefecture, Japan
DIMENSION
--",https://csmvs.in/collections/lidded-vase-incense-burner/,720,26
720,Uta Garuta box,https://csmvs.in/wp-content/uploads/2023/02/18.jpg,"Uta Garuta box
22.746
DESCRIPTION
The box used for cards played in the game Uta Garuta
Uta-Garuta literally means ""poem cards,"" and is played in the first few days of the New Year. It consists of a deck of 200 cards that show 100 different five-line poems (from an anthology called the Hyakunin Isshu, which is around eight hundred years old). Each poem is split across two cards - the first three lines are printed on one card, and the last two on another. A hundred cards with the poems' openings are the reading cards; the cards with the ends of the poems are the grabbing cards. Traditionally the players try to remember a hundred short poems while occasionally trying to grab something off the floor as quickly as 1 can.
COLLECTION
Japanese Art
OBJECT TYPE
Box
MATERIAL
Lacquer
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
Takamakiye
DATE
Late 19th - early 20th century
LOCATION
Japan",https://csmvs.in/collections/uta-garuta-box/,721,26
721,Cicada,https://csmvs.in/wp-content/uploads/2022/12/33.439-Cicada-2.jpg,"Cicada
33.439
DESCRIPTION
This Okimono of a Cicada is beautifully carved and every detail of the insect's wings is visible, it's a masterpiece of realism. Interestingly, the opposite effect is felt when naturally small objects, like this cicada, is enlarged beyond proportion. It creates a sense of fear that miniature objects don't.
Okimono is a small, carved decorative object (made of wood, ivory or metal) created specifically for display. It is a vital element in a Japanese house and would be given pride of place in an alcove built especially for it called a tokonoma. Okimonos depicted domestic scenes of samurais, farmers, fishermen, and children and occasionally, studies of birds, animals and flowers.
Sir DJ Tata Collection
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Okimono
MATERIAL
Ivory
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
19th century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/cicada/,722,26
722,Miniature Cabinet,https://csmvs.in/wp-content/uploads/2023/03/33.445.jpg,"Miniature Cabinet
33.445
DESCRIPTION
Okimono of a miniature cabinet
The floral and bird designs on the panels of the cabinet are inlaid work of mother-of-pearl and other stones. There are two panels engraved with monkeys etc.
COLLECTION
Japanese Art
OBJECT TYPE
Okimono
MATERIAL
Ivory, Mother-of-Pearl
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
19th century CE
LOCATION
Japan",https://csmvs.in/collections/miniature-cabinet/,723,26
723,Chinese deity holding a Phoenix,https://csmvs.in/wp-content/uploads/2022/12/22.1930-front...jpg,"Chinese deity holding a Phoenix
22.1930
DESCRIPTION
During the Meiji period, the Japanese increasingly took to Western dress in the 19th century, leading to declining in demand for netsuke. Netsuke carvers instead turned to producing Okimono – a small, carved decorative object created specifically for display. These pieces in turn caught the attention of the foreign markets raising their demand. These are carved from a single section of tusk typically depicting domestic scenes of samurais, farmers, fishermen, and children and occasionally, studies of birds, animals and flowers. With the founding of the Tokyo School of Art in 1887, the best carvings for okimono were made.
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Figurine Okimono
MATERIAL
Ivory
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
19th century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/chinese-deity-holding-a-pheonix/,724,26
724,Samurai and his wife,https://csmvs.in/wp-content/uploads/2022/12/22.1925-front.jpg,"Samurai and his wife
22.1925
DESCRIPTION
During the Meiji period, the Japanese increasingly took to Western dress in the 19th century, leading to declining in demand for netsuke. Netsuke carvers instead turned to producing Okimono – a small, carved decorative object created specifically for display. These pieces in turn caught the attention of the foreign markets raising their demand. These are carved from a single section of tusk typically depicting domestic scenes of samurais, farmers, fishermen, and children and occasionally, studies of birds, animals and flowers. With the founding of the Tokyo School of Art in 1887, the best carvings for okimono were made.
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Figurine Okimono
MATERIAL
Ivory
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
19th century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/samurai-and-his-wife/,725,26
725,Cockrel,https://csmvs.in/wp-content/uploads/2022/12/22.1869.jpg,"Cockrel
22.1869
DESCRIPTION
During the Meiji period, the Japanese increasingly took to Western dress in the 19th century, leading to declining in demand for netsuke. Netsuke carvers instead turned to producing Okimono – a small, carved decorative object created specifically for display. These pieces in turn caught the attention of the foreign markets raising their demand. These are carved from a single section of tusk typically depicting domestic scenes of samurais, farmers, fishermen, and children and occasionally, studies of birds, animals and flowers. With the founding of the Tokyo School of Art in 1887, the best carvings for okimono were made.
COLLECTION
Japanese Art
OBJECT TYPE
Okimono
MATERIAL
Ivory
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
19th century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/cockrel/,726,26
726,Decorative Carving of a Longtailed Cockrel (Onagadori) and Hen,https://csmvs.in/wp-content/uploads/2022/12/22.1868.jpg,"Decorative Carving of a Longtailed Cockrel (Onagadori) and Hen
22.1868
DESCRIPTION
Mark: Ryuichi
From the beginning of the Meiji period, when the Japanese began to adopt western-style modes of dress, the traditional makers of fashion accessories had to adapt to these changes or go out of business. Ivory carvers had long made miniature works, such as netsuke — the decorative toggle used to secure the lacquer inro to the sash — but as these objects were no longer being used, carvers used their skills to produce purely decorative objects instead.
Okimono (things to be placed) were objects especially chosen to be displayed in the tokonoma (the alcove found in traditional Japanese houses). With the rapid growth in the export of ‘exotic’ traditional Japanese arts to the west and with the encouragement of the Meiji government, larger-scale ivory okimono were produced to meet this demand. High-quality naturalistic carvings such as this group were made by carvers from the newly formed Tokyo Sculptors Association (1887). Such intricately carved objects were displayed at international exhibitions and were of such high quality that they commanded huge prices and were eagerly acquired by collectors of the period.
Unfortunately, we know nothing of the history of the maker of this object.
Sir Ratan Tata Art Collection
COLLECTION
Japanese Art
OBJECT TYPE
Decorative Art Okimono
MATERIAL
Carved ivory and natural hardwood base
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
Ivory carving
DATE
c. 1890
LOCATION
Japan
DIMENSION
Height: 98.3 cm (with stand)",https://csmvs.in/collections/longtailed-cockrel-hen/,727,26
727,Samurai holding Incense Burner,https://csmvs.in/wp-content/uploads/2022/12/22.1226-Japanese.jpg,"Samurai holding Incense Burner
22.1226
DESCRIPTION
Mark: “Miyao Zou” (= by Miyao)
The Japanese were highly skilled at combining metals to make different colours and inlaying these into iron or bronze. Late 19th-century craftsmen produced very fine work. Bronze working received a boast with the founding of the influential Tokyo School of Art in 1887. Sculptors belonging to the school produced some outstanding figures of high quality and decorativeness. Miyao Eisuke; the founder of Miyao Company of Yokohama was a prolific producer of medium to large-scale patinated and gilded bronze ornamental sculptures; especially in figures. These works often depicted characters from Japanese legend and mythology and appealed both to the Japanese market and to the Western market.
COLLECTION
Japanese Art
ARTIST
Miyao Eisuke
OBJECT TYPE
Decorative Art Sculpture
MATERIAL
Bronze with gold, silver and copper gilding
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
--
DATE
Late 19th Century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/samurai-holding-incense-burner/,728,26
728,Satsuma Bowl,https://csmvs.in/wp-content/uploads/2022/12/22.649-Japanese.jpg,"Satsuma Bowl
22.649
DESCRIPTION
Mark: Yabu Meizan in raised gold enamel in a dark red glazed cartouche on the inner foot-ring
Satsuma ware originated in south-western Japan but its manufacture spread to eastwards by the early Meiji period due to its immense popularity amongst Western collectors. These are characterised by elaborate use of enamelling and gilding of intricate and highly detailed scenes of Japanese landscape and life at court and in the countryside. The quality of Sir Ratan Tata’s Satsuma ceramics collection is of the highest standard as exemplified in the pieces shown here by celebrated artists Yabu Meizan and Kinkozan
COLLECTION
Japanese Art
OBJECT TYPE
Ceramic Bowl
MATERIAL
Earthenware with glaze and enamel decoration
SCHOOLS/CULTURE/PERIOD
Meiji period
TECHNIQUE
--
DATE
c. 1895–1905
LOCATION
Satsuma Prefecture, Japan
DIMENSION
--",https://csmvs.in/collections/satsuma-bowl-2/,729,27
729,Togetsu-kyo,https://csmvs.in/wp-content/uploads/2022/12/22.1216.jpg,"Togetsu-kyo
22.1216
DESCRIPTION
Set: Remarkable Views of Bridges in Various Provinces
COLLECTION
Japanese Art
ARTIST
Katsushika Hokusai
OBJECT TYPE
Woodblock print
MATERIAL
ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edō period
TECHNIQUE
Woodblock
DATE
1834
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/togetsu-kyo/,730,27
730,A courtesan,https://csmvs.in/wp-content/uploads/2022/12/22.1210.jpg,"A courtesan
22.1210
COLLECTION
Japanese Art
ARTIST
Kikukawa Eizan
OBJECT TYPE
Woodblock print
MATERIAL
ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edō period
TECHNIQUE
Woodblock
DATE
c. 1600–1867
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/a-courtesan/,731,27
731,An entertainment party in the Yoshimara,https://csmvs.in/wp-content/uploads/2022/12/22.1202-copy.jpg,"An entertainment party in the Yoshimara
22.1202
DESCRIPTION
Series: Twelve Bouts on the Paths of Love
COLLECTION
Japanese Art
ARTIST
Isoda Koryusai
OBJECT TYPE
Woodblock print
MATERIAL
ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edō period
TECHNIQUE
Woodblock
DATE
1775
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/entertainment-party-yoshimara/,732,27
732,Shichirigahama,https://csmvs.in/wp-content/uploads/2022/12/22.1209.jpg,"Shichirigahama
22.1209
DESCRIPTION
Title: Shichirigahama / Seven Ri Beach, Province of Sagami
Series: One Hundred Views of Famous Places in Various Provinces
Woodblock printmakers worked in monochrome and painted the colours in by hand or printed with only a few colours until after 1765 when polychrome prints in a whole range of colours started to be produced. Kabuki actors and female beauties (called bijinga; pictures of beautiful women) were two of the most popular subjects of such prints since the 17th century C.E. Series of famous vistas and important landmarks between and around Kyoto and Edo was another subject matter made into prints by several popular artists. These prints were inexpensively reproducible, single-sheet designs, recording the contemporary fashions and tastes of the large middle-class society of Edo Japan.
COLLECTION
Japanese Art
ARTIST
Utagawa Hiroshige II
OBJECT TYPE
Woodblock print
MATERIAL
ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edō period
TECHNIQUE
Woodblock
DATE
c. 1860
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/shichirigahama/,733,27
733,"Okabe, Utsu Mountain",https://csmvs.in/wp-content/uploads/2022/12/22.1211.jpg,"Okabe, Utsu Mountain
22.1211
DESCRIPTION
Series: Fifty-Three Stations of Tōkaidō
The Tōkaidō highway (Eastern Sea Route) between Kyoto and Edo(now Tokyo), built in early times, rose to prominence at the beginning of the 17th century CE with the selection of Edo as the military capital of Japan. This highway is divided into 53 convenient stages or rest steps, with inns and restaurants at each. In 1832, Hiroshige was invited to join an embassy of officials to the imperial court. The resulting series of prints Tōkaidō gojūsan-tsugi [Fifty Three Stations of Tōkaidō]; a product of his sketching of the journey, was extremely successful and led to the firm establishment of his artistic reputation. The set of 55 prints (the 53 stations plus the cities of Edo and Kyoto at either end of the highway) in their unique combination of romance and realism, set a new trend in Japanese prints. This series paved the way for the depiction of the whole range of Japan’s scenic beauties in a manner that the common person could readily appreciate. When Europe rediscovered Japanese print at the end of the 19th century, Hiroshige gave Western artists such as Cezanne, Toulouse-Lautrec, Gaugin and Van Gogh a new vision of nature.
COLLECTION
Japanese Art
ARTIST
Hiroshige
OBJECT TYPE
Woodblock print
MATERIAL
ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edō period
TECHNIQUE
Woodblock printing
DATE
19th century CE
LOCATION
Japan
DIMENSION
--",https://csmvs.in/collections/okabe-utsu-mountain/,734,27
734,Spring Rain at Tsuchiyama,https://csmvs.in/wp-content/uploads/2022/12/22.1212.jpg,"Spring Rain at Tsuchiyama
22.1212
DESCRIPTION
Signed: “Drawn by Hiroshige”
From the series Fifty-three Posting Stations the Tokaido
Publisher: Takenouchi Magohachi (Hoeido)
Hiroshige started to produce landscape prints in the early 1830s. His unique style is evident in his series Famous Places in Edo and Fifty-three Stations of the Tokaido. He continued to excel at views of famous places throughout his career.
In 1832, Hiroshige was invited to join an embassy of officials to the imperial court. En route, he studied the Tokaido road (eastern sea route), which wended its way along the shoreline from Edo (modern-day Tokyo) to Kyoto. His resulting series of prints of the Tokaido was extremely successful and his artistic reputation was firmly established. His woodblock prints of landscapes were incredibly influential not only in Japan but later in Europe, where his work influenced many artists of the Impressionist school. This print depicts the staging post of Tsuchiyama, a place situated in a mountain forest and known for its abundant spring rainfall.
Sir Ratan Tata Art Collection
COLLECTION
Japanese Art
ARTIST
Utagawa Hiroshige
OBJECT TYPE
Painting Woodblock print
MATERIAL
Ink and colour on paper
SCHOOLS/CULTURE/PERIOD
Edo period
TECHNIQUE
--
DATE
1831–1834
LOCATION
Japan
DIMENSION
22.2 x 34.5 cms",https://csmvs.in/collections/spring-rain-at-tsuchiyama/,735,27
735,Vase,https://csmvs.in/wp-content/uploads/2022/12/ACC-22.3143-l-31.13-l-After-1.jpg,"Vase
31.13
DESCRIPTION
Vase with Dish-shaped mouth. The mouth has brown coloured glaze on its rim.
C. J. Sethna Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Porcelain with monochrome blue glaze
SCHOOLS/CULTURE/PERIOD
Qing Dynasty
TECHNIQUE
--
DATE
18th century CE
LOCATION
Jiangxi province, China
DIMENSION
Ht. 33.5 cm, w. 14 cm",https://csmvs.in/collections/vase-2/,736,27
736,Vase with lid,https://csmvs.in/wp-content/uploads/2023/03/33.557...jpg,"Vase with lid
33.557
DESCRIPTION
Chinese dark green jade vase with lid; looped (elephant) handles with rings attached; carved with key pattern and birds. The lid is surmounted by a Dog of Fo.
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Jade
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
lapidary
DATE
19th century CE
LOCATION
China",https://csmvs.in/collections/vase-with-lid/,737,27
737,Ruyi (Wish-granting Wand),https://csmvs.in/wp-content/uploads/2022/12/22.1360...jpg,"Ruyi (Wish-granting Wand)
22.1360
DESCRIPTION
Ruyi means ‘as you wish’. During the Qing dynasty, many of these auspicious wish-granting wands were made as presents for the emperors to bestow on their favourite courtiers and for the courtiers to present to the emperors and empresses during the new year or on special occasions, such as birthdays and weddings.
The cinnabar lacquer handle of this wand is inset with three pieces of grey-green nephrite. The headpiece, shaped like a fungus of immortality (lingzhi), shows a basket in low relief, with another wand shown behind it. The basket contains the fungi of immortality, bamboo, narcissus, and a peach. Together, these form a pictorial pun representing the phrase “May the heavenly immortals bring birthday greetings”. The jade plaque in the centre shows a bat (pun for blessings) hovering above a branch of peaches (symbol of immortality) to represent blessings and longevity. In the last piece, a fungus of immortality grows next to a rock. Together, they convey a wish for longevity.
The multiple longevity symbols on this wand indicate that it is a birthday gift. The yellow tassels give further proof that it is originally from the Qing palace, yellow being the imperial colour.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Decorative Art
MATERIAL
Nephrite, wood, Cinnabar lacquer
SCHOOLS/CULTURE/PERIOD
Qing dynasty
TECHNIQUE
jade carving
DATE
18th century CE
LOCATION
China
DIMENSION
Length: 53.8 cm",https://csmvs.in/collections/wand-ruyi/,738,27
738,Decorative vase,https://csmvs.in/wp-content/uploads/2023/03/22.1246...jpg,"Decorative vase
22.1246
DESCRIPTION
Green small jade vase, with scroll handles and floral design on the body.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Decorative Art Vase
MATERIAL
Nephrite
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
lapidary
DATE
19th century CE
LOCATION
China",https://csmvs.in/collections/decorative-vase/,739,27
739,Water cup,https://csmvs.in/wp-content/uploads/2023/03/22.1236...jpg,"Water cup
22.1236
DESCRIPTION
Water cup in the shape of a double cup in pale green jade thus giving the cup two circular compartments. There is a looped handle attached to the bowl. The convex outer of the bowl is carved with floral and gourd designs in low relief.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Cup
MATERIAL
Jade
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
lapidary
DATE
19th century CE
LOCATION
China",https://csmvs.in/collections/water-cup/,740,27
740,Vase and cover,https://csmvs.in/wp-content/uploads/2023/03/22.1235......jpg,"Vase and cover
22.1235
DESCRIPTION
Vase and cover in jade, with compressed, globular, horizontal Kwei head handles. Two rings hang from these handles. The side body of the vase and cover are decorated with archaic fret design in low relief.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Jade
SCHOOLS/CULTURE/PERIOD
--
TECHNIQUE
lapidary
DATE
19th century CE
LOCATION
China",https://csmvs.in/collections/vase-and-cover-3/,741,27
741,Container in the Shape of a Lotus Plant,https://csmvs.in/wp-content/uploads/2022/12/22.1282-Chinese...jpg,"Container in the Shape of a Lotus Plant
22.1282
DESCRIPTION
In the shape of a lotus leaf, this handsome container is supported by an open work composition of stems bearing leaves and blossoms. An egret appears on top, while a pair of swallows appears on the back.
This type of vessel based on botanical motifs became popular in the Ming dynasty (1368-1644), and continued to be made throughout the Qing dynasty. Among the lotus's many names is lian, which is a pun for ""continuous,"" and he, meaning ‘harmony.” The egret appearing above, in combination with the lotus plant, forms a rebus reading yilu lianke, or ""continuous success in your civil service examination."" The pair of swallows, combined with the lotus, form a rebus for heqing haiyan, meaning ""peaceful times.""
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Decorative Art
MATERIAL
Greyish nephrite
SCHOOLS/CULTURE/PERIOD
Qing dynasty
TECHNIQUE
Jade carving
DATE
18th century CE
LOCATION
China
DIMENSION
H: 24.3 cms.",https://csmvs.in/collections/container-in-the-shape-of-a-lotus-plant/,742,27
742,Bottle with a long neck,https://csmvs.in/wp-content/uploads/2022/12/22.594..jpg,"Bottle with a long neck
22.594
DESCRIPTION
The well-potted body of globular shape rises to an elegant flaring neck, the exterior glazed a dark red stopping short of the white glazed rim and the neat foot.
Jihong or “sacrificial red” is a glaze associated with the annual rites of worship performed by the emperors of the Ming and Qing dynasties. Porcelain vessels associated with these annual worships were glazed in the four colours of blue, yellow, red, and white. According to the Ming dynasty publication Daming huidian (Collected Statues of the Great Ming Dynasty), in the ninth year of Jiajing (1530), sacrificial vessels were to be glazed blue for the Altar of Heaven, yellow for the Altar of the Earth, red for the Altar of the Sun, and white for the Altar of the Moon.
The Qing dynasty emperors revived the Ming tradition of annual sacrifices at these altars in Beijing and vessels continued to be glazed in these colours. The colour of this red glaze is too dark to be a successful attempt, but it is still an imperial piece.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Porcelain with sacrificial red glaze (jihong)
SCHOOLS/CULTURE/PERIOD
Qing dynasty
TECHNIQUE
--
DATE
18th century CE
LOCATION
Jingdezhen production, Jiangxi province, China
DIMENSION
H: 30.2 cms., Dia: 5.6 cms.",https://csmvs.in/collections/bottle-with-a-long-neck/,743,27
743,Vase with the Eight Immortals,https://csmvs.in/wp-content/uploads/2022/12/22.468.jpg,"Vase with the Eight Immortals
22.468
DESCRIPTION
Mark: inscription carved in a later period daoguang xinchou taiyuan zunji (see below)
The beaker vase with rounded shoulders tapers down to an elegantly narrow foot. The neck constricts slightly before flaring out to a wide trumpet mouth. The decoration consists of eight leaf-shaped reserve panels depicting the Eight Immortals (the most famous group of Daoist adepts) against a diaper ground.
The Eight Immortals are people from various walks of life, who, having absorbed the Elixir of Life, became immortals and are worshipped as gods of longevity. Zhongli Chuan, leader of the eight, appears on the neck of the vase. He carries a fan which revives the dead. Below him on the right is Lan Caihe, holding her basket of flowers. Next to her is the elderly Zhang Guolao whose attributes are the bamboo fish drum and two metal beaters, while below him is the youthful Han Xiangzi, patron of musicians, playing his flute. On the body of the piece, Cao Guojiu is shown directly below the leader of the Eight Immortals. Cao alone among the eight came from a noble background, for he was brother-in-law to the emperor of China, and he appears as a nobleman playing the wooden clappers. The cripple beggar on his right is Li Tieguai, holding his iron crutch and magic gourd emiting vapours. Next to him is the handsome Lu Dongbin, carrying a scroll and wearing a sword behind him. Below is He Xiangu shouldering a bamboo sieve. Among the Eight Immortals, only He Xiangu’s attribute changes with time. During the 18th century, the bamboo sieve becomes a lotus leaf or blossom. In this example, the sieve follows the Ming dynasty formula.
As indicated by the inscription, this vase was dedicated to Taiyuan, the Supreme Primogenitor of the Daoist religion, in 1841, by a follower named Zun.
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Porcelain with underglaze-blue decoration
SCHOOLS/CULTURE/PERIOD
Qing dynasty, Kangxi period
TECHNIQUE
--
DATE
1662-1722
LOCATION
Jiangxi province, China
DIMENSION
H: 45.6 cms., Dia: 22 cms.",https://csmvs.in/collections/vase-eight-immortals/,744,27
744,Bottle with flowers and classical treasures,https://csmvs.in/wp-content/uploads/2022/12/22.704-Chinese.jpg,"Bottle with flowers and classical treasures
22.704
DESCRIPTION
The shape of this vase is rather unusual, having a flaring mouth, swelling neck, a slightly constricted waist and a bulbous belly resting on a flaring foot. The blue glaze, like the previous example, is of the salan type. The gold decoration is finely executed, showing a combination of floral motifs and the classical treasures (bogu). This design is also known as “hundred antiques,” a popular subject for Chinese decorative art since the early 17th century. Included in “hundred antiques” are various auspicious symbols, vessels of antiquity, and objects of religious and worldly traditions. In China, the “hundred” in this case means “many,” and does not necessarily restrict the motif to exactly a hundred objects.
The reserve panels in the section beneath the mouth rim display the classical treasures motif of still life groupings depicting ancient vessel shapes and vases on fancy stands. This is followed by a band of flowers, and flowers in reserves against a diaper background. The belly has reserves of various shapes and sizes, filled with different flowers, chrysanthemums (a flower of autumn which symbolizes longevity) and objects among the “hundred antiques” such as the chessboard (one of the four scholarly pursuits).
Sir Ratan Tata Art Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Porcelain with blue glaze and gold decoration
SCHOOLS/CULTURE/PERIOD
Qing dynasty, Kangxi period
TECHNIQUE
--
DATE
1662-1722
LOCATION
Jingdezhen production, Jiangxi province, China
DIMENSION
H: 41.3 cms., Dia: 14.5 cms.",https://csmvs.in/collections/bottle-flowers-classical-treasures/,745,27
745,Vase in the form of an ancient bronze gu,https://csmvs.in/wp-content/uploads/2022/12/33.1374...jpg,"Vase in the form of an ancient bronze gu
33.1374
DESCRIPTION
Mark: six-character mark daqing daoguang nianzhi (produced during the Daoguang period of the great Qing dynasty)
The flower vase with a flaring mouth and constricted waist is shaped like an ancient wine container known as gu, whose shape went back to pre-Bronze Age China. The all-over decoration of opaque overglaze polychrome is reminiscent of those seen on cloisonné pieces, and consists of borders of ruyi lappets and thunder pattern, enclosing the Eight Auspicious Buddhist symbols tied with ribbons, incorporated into a pattern of stylized lotus and foliate scroll. This gu-shaped vase actually formed part of five offering vessels commonly found on Chinese altars. They consist of an incense burner, two candlesticks, and two vases. Many such sets were made in the Qianlong period, and they continued to be made in the Daoguang period when the grandson of the Qianlong emperor was the ruler of China.
The Eight Auspicious symbols first made their appearance as decorations on celadons and blue-and-white porcelain vessels of the Yuan dynasty. Originating from India, these symbols were most possibly introduced to China during the Yuan dynasty by Anige, the famous Newari artist of Nepal. Anige went to Dadu (Beijing) on the recommendation of the Sakya lama Phagpa, and he worked for Kublai Khan for many years. After the Yuan dynasty, the Eight Auspicious symbols soon became popular motifs for decorating objects associated with Buddhist worship.
Sir D J Tata Collection
COLLECTION
Chinese Art
OBJECT TYPE
Vase
MATERIAL
Porcelain with overglaze polychrome decoration against turquoise green ground (fencai)
SCHOOLS/CULTURE/PERIOD
Qing dynasty, Daoguang period
TECHNIQUE
--
DATE
1821-50
LOCATION
Jingdezhen, Jiangxi province, China
DIMENSION
H: 31cms. , Dia: 17 cms.",https://csmvs.in/collections/gu-vase/,746,27
